Location,Search_Term,Search_Volume,Vet_Reported_Cases,Weather,Humidity_Index,Risk_Level
Kalutara,loss of appetite,24,3,humid,10,High
Kadawatha,dog coughing,16,7,rainy,6,Medium
Kosgama,dog coughing,5,3,humid,10,Medium
Maskeliya,kennel cough,16,2,humid,10,Medium
Moratuwa,dog fever,28,4,hot,4,High
Middeniya,dog fever,22,0,hot,4,Medium
Ganemulla,loss of appetite,11,12,hot,4,Medium
Point Pedro,dog vomiting,2,7,humid,10,Medium
Giriulla,loss of appetite,5,6,rainy,6,Medium
Point Pedro,itchy skin,2,9,dry,2,Medium
Monaragala,dog vomiting,14,8,hot,4,Medium
Ambalangoda,fleas,12,5,humid,10,Medium
Dambulla,itchy skin,2,5,rainy,6,Low
Marawila,itchy skin,2,11,dry,2,Medium
Moratuwa,eye infection,5,13,rainy,6,Medium
Bandaragama,dog coughing,2,2,humid,10,Low
Hanwella,dog fever,18,4,rainy,6,Medium
Mirissa,fleas,9,5,rainy,6,Medium
Giriulla,dog vomiting,7,7,dry,2,Medium
Negombo,kennel cough,20,0,humid,10,Medium
Kandy,dog vomiting,6,5,dry,2,Low
Ratnapura,itchy skin,14,7,hot,4,Medium
Kuliyapitiya,dog vomiting,19,5,rainy,6,Medium
Kalutara,fleas,8,0,rainy,6,Low
Kilinochchi,dog vomiting,14,6,hot,4,Medium
Ragama,ticks,9,0,hot,4,Low
Kalutara,dog vomiting,22,6,rainy,6,High
Rathmalana,dog vomiting,14,1,humid,10,Medium
Kilinochchi,fleas,4,10,hot,4,Medium
Kadawatha,lethargy,2,0,dry,2,Low
Beruwala,eye infection,6,5,humid,10,Medium
Bandarawela,loss of appetite,21,0,hot,4,Medium
Mirissa,lethargy,11,4,hot,4,Medium
Passara,ticks,1,5,rainy,6,Low
Piliyandala,dog fever,9,5,hot,4,Medium
Anuradhapura,ticks,3,0,rainy,6,Low
Middeniya,eye infection,5,9,dry,2,Medium
Kotte,dog fever,12,0,humid,10,Medium
Giriulla,loss of appetite,1,4,rainy,6,Low
Kegalle,loss of appetite,9,2,dry,2,Low
Ragama,ticks,8,8,humid,10,Medium
Tissamaharama,ticks,5,4,rainy,6,Low
Kadawatha,dog vomiting,5,3,humid,10,Medium
Wattala,ticks,5,5,dry,2,Low
Ja-Ela,fleas,8,4,dry,2,Low
Moragahamula,dog fever,11,5,humid,10,Medium
Negombo,loss of appetite,10,0,dry,2,Low
Polonnaruwa,itchy skin,7,6,dry,2,Medium
Avissawella,kennel cough,9,9,humid,10,Medium
Dambulla,lethargy,3,8,dry,2,Low
Monaragala,lethargy,6,7,humid,10,Medium
Kilinochchi,eye infection,10,7,humid,10,Medium
Balangoda,itchy skin,5,5,rainy,6,Medium
Mannar,dog vomiting,7,0,hot,4,Low
Galle,dog fever,17,5,dry,2,Medium
Weeraketiya,dog fever,16,3,humid,10,Medium
Kahawatte,itchy skin,6,1,humid,10,Low
Passara,itchy skin,19,8,dry,2,Medium
Haputale,loss of appetite,10,1,rainy,6,Medium
Ampara,eye infection,19,4,rainy,6,Medium
Deniyaya,fleas,27,5,hot,4,High
Wariyapola,dog coughing,1,1,hot,4,Low
Gonapola,dog coughing,13,3,rainy,6,Medium
Elpitiya,ticks,8,6,hot,4,Medium
Bandarawela,fleas,2,11,rainy,6,Medium
Ja-Ela,fleas,14,5,hot,4,Medium
Tissamaharama,eye infection,15,2,humid,10,Medium
Middeniya,loss of appetite,15,6,rainy,6,Medium
Galle,lethargy,1,5,humid,10,Low
Katunayake,lethargy,6,4,rainy,6,Medium
Weeraketiya,loss of appetite,14,3,dry,2,Medium
Maskeliya,fleas,29,2,dry,2,High
Ambalangoda,eye infection,5,4,rainy,6,Low
Negombo,itchy skin,0,9,humid,10,Medium
Boralesgamuwa,kennel cough,10,0,dry,2,Low
Chilaw,ticks,18,8,hot,4,High
Kosgama,eye infection,11,2,dry,2,Low
Hatton,dog vomiting,12,0,hot,4,Low
Badulla,eye infection,0,3,humid,10,Low
Kotte,loss of appetite,17,6,humid,10,High
Rathmalana,dog vomiting,6,3,humid,10,Medium
Mirissa,dog fever,3,10,humid,10,Medium
Haputale,dog vomiting,22,4,humid,10,High
Matugama,lethargy,15,13,rainy,6,High
Katunayake,itchy skin,6,0,humid,10,Low
Puttalam,eye infection,6,8,rainy,6,Medium
Piliyandala,ticks,11,5,dry,2,Medium
Warakapola,dog fever,27,1,humid,10,High
Kahawatte,dog vomiting,2,3,dry,2,Low
Seeduwa,itchy skin,15,14,dry,2,High
Minuwangoda,itchy skin,6,4,dry,2,Low
Moratuwa,dog fever,14,8,hot,4,Medium
Ambalangoda,loss of appetite,1,0,dry,2,Low
Kilinochchi,eye infection,7,11,humid,10,Medium
Mirissa,fleas,1,6,hot,4,Low
Boralesgamuwa,dog vomiting,20,3,rainy,6,Medium
Colombo,dog coughing,13,4,hot,4,Medium
Ratnapura,lethargy,2,4,hot,4,Low
Bandaragama,lethargy,6,0,rainy,6,Low
Mannar,dog fever,21,5,humid,10,High
Narammala,kennel cough,10,0,humid,10,Medium
Point Pedro,loss of appetite,2,6,humid,10,Medium
Ginigathhena,itchy skin,11,8,hot,4,Medium
Badulla,lethargy,15,3,rainy,6,Medium
Vavuniya,itchy skin,13,0,rainy,6,Medium
Galgamuwa,eye infection,21,12,humid,10,High
Ampara,loss of appetite,12,0,dry,2,Low
Mullaitivu,fleas,10,4,humid,10,Medium
Gonapola,itchy skin,6,1,hot,4,Low
Pelmadulla,eye infection,3,6,humid,10,Medium
Warakapola,dog coughing,13,4,dry,2,Medium
Trincomalee,ticks,3,3,dry,2,Low
Badulla,eye infection,15,4,hot,4,Medium
Kalutara,itchy skin,14,10,hot,4,Medium
Weligama,ticks,18,0,hot,4,Medium
Mapalana,eye infection,2,0,humid,10,Low
Katunayake,dog vomiting,15,9,dry,2,Medium
Mannar,dog vomiting,2,3,dry,2,Low
Ragama,lethargy,1,7,rainy,6,Low
Elpitiya,itchy skin,11,0,hot,4,Low
Galgamuwa,eye infection,21,11,rainy,6,High
Kotte,dog coughing,7,4,hot,4,Low
Kadawatha,ticks,6,2,hot,4,Low
Ragama,dog fever,2,6,hot,4,Low
Chilaw,ticks,18,1,humid,10,Medium
Matara,lethargy,16,3,humid,10,Medium
Agunukolapelessa,fleas,8,2,hot,4,Low
Moratuwa,lethargy,5,0,humid,10,Low
Vavuniya,ticks,5,1,humid,10,Low
Rathmalana,dog coughing,4,10,hot,4,Medium
Passara,lethargy,20,10,humid,10,High
Boralesgamuwa,ticks,9,9,humid,10,Medium
Kataragama,fleas,19,8,rainy,6,High
Polonnaruwa,lethargy,20,4,dry,2,Medium
Polonnaruwa,dog fever,11,7,hot,4,Medium
Weligama,eye infection,1,5,humid,10,Low
Ginigathhena,loss of appetite,13,0,hot,4,Medium
Gampaha,dog vomiting,2,0,humid,10,Low
Rathmalana,kennel cough,13,8,rainy,6,Medium
Galle,loss of appetite,8,11,humid,10,Medium
Ganemulla,dog fever,12,0,dry,2,Low
Kataragama,dog fever,10,7,humid,10,Medium
Kurunegala,dog fever,19,8,humid,10,High
Negombo,dog vomiting,16,0,hot,4,Medium
Kalutara,eye infection,18,8,rainy,6,High
Weligama,dog fever,3,0,hot,4,Low
Deniyaya,fleas,9,3,hot,4,Medium
Seeduwa,lethargy,23,13,dry,2,High
Puttalam,kennel cough,1,6,dry,2,Low
Chilaw,eye infection,3,4,dry,2,Low
Katunayake,fleas,12,4,dry,2,Medium
Embilipitiya,fleas,1,0,hot,4,Low
Ganemulla,fleas,8,6,humid,10,Medium
Gampaha,itchy skin,19,10,hot,4,High
Warakapola,dog vomiting,5,1,dry,2,Low
Hambantota,eye infection,9,1,humid,10,Medium
Beruwala,loss of appetite,8,1,hot,4,Low
Ambalangoda,dog fever,13,3,rainy,6,Medium
Kotte,loss of appetite,2,0,rainy,6,Low
Galle,eye infection,4,5,dry,2,Low
Warakapola,dog fever,4,6,humid,10,Medium
Chilaw,dog vomiting,8,10,hot,4,Medium
Kuliyapitiya,itchy skin,23,3,dry,2,Medium
Maharagama,dog fever,9,8,hot,4,Medium
Wattala,itchy skin,4,0,humid,10,Low
Wellawaya,dog coughing,6,0,rainy,6,Low
Wattala,eye infection,6,0,humid,10,Low
Kegalle,loss of appetite,26,10,humid,10,High
Deniyaya,eye infection,2,10,dry,2,Medium
Ratnapura,eye infection,12,0,rainy,6,Medium
Ambalangoda,loss of appetite,14,4,hot,4,Medium
Haputale,kennel cough,9,3,rainy,6,Medium
Pelmadulla,dog coughing,18,0,hot,4,Medium
Kurunegala,dog fever,1,9,rainy,6,Medium
Dankotuwa,kennel cough,6,11,humid,10,Medium
Kahawatte,eye infection,22,1,hot,4,Medium
Marawila,fleas,1,9,hot,4,Medium
Minuwangoda,dog coughing,5,7,dry,2,Medium
Galewela,itchy skin,5,4,hot,4,Low
Matugama,itchy skin,2,0,dry,2,Low
Kegalle,fleas,4,11,rainy,6,Medium
Jaffna,dog vomiting,9,13,hot,4,Medium
Wariyapola,kennel cough,8,4,hot,4,Medium
Ja-Ela,eye infection,13,11,dry,2,Medium
Negombo,dog fever,3,1,dry,2,Low
Dambulla,kennel cough,3,5,rainy,6,Low
Weeraketiya,lethargy,0,2,rainy,6,Low
Avissawella,dog fever,16,7,hot,4,Medium
Vavuniya,itchy skin,25,10,dry,2,High
Horana,ticks,6,6,rainy,6,Medium
Elpitiya,dog fever,16,9,rainy,6,High
Homagama,fleas,23,8,humid,10,High
Dambulla,dog coughing,5,1,humid,10,Low
Wattala,dog vomiting,5,0,humid,10,Low
Kuliyapitiya,lethargy,9,6,rainy,6,Medium
Ganemulla,kennel cough,9,4,rainy,6,Medium
Seeduwa,dog coughing,4,2,hot,4,Low
Buttala,fleas,18,5,rainy,6,Medium
Kothmale,itchy skin,4,2,humid,10,Low
Narammala,kennel cough,9,5,rainy,6,Medium
Kurunegala,eye infection,5,3,rainy,6,Low
Nuwara Eliya,dog coughing,5,2,dry,2,Low
Ganemulla,dog vomiting,19,3,rainy,6,Medium
Bandaragama,eye infection,5,1,dry,2,Low
Mahiyanganaya,loss of appetite,2,10,dry,2,Medium
Aluthgama,fleas,1,8,hot,4,Low
Pelmadulla,itchy skin,7,4,rainy,6,Medium
Dehiwala,dog coughing,6,0,humid,10,Low
Kotte,itchy skin,12,4,hot,4,Medium
Jaffna,eye infection,10,2,rainy,6,Medium
Piliyandala,dog fever,7,5,hot,4,Medium
Kalutara,dog fever,24,3,rainy,6,High
Dehiwala,lethargy,7,6,rainy,6,Medium
Ambalangoda,fleas,9,10,rainy,6,Medium
Monaragala,dog coughing,15,4,hot,4,Medium
Pelmadulla,dog vomiting,12,9,humid,10,High
Narammala,kennel cough,21,7,dry,2,High
Homagama,fleas,16,1,dry,2,Medium
Beruwala,kennel cough,27,2,humid,10,High
Homagama,eye infection,5,0,rainy,6,Low
Mirissa,dog vomiting,11,9,hot,4,Medium
Mullaitivu,eye infection,7,6,dry,2,Medium
Kadawatha,lethargy,22,4,humid,10,High
Wariyapola,dog fever,15,8,dry,2,Medium
Dankotuwa,fleas,16,3,rainy,6,Medium
Mannar,loss of appetite,23,3,hot,4,Medium
Hikkaduwa,dog vomiting,10,4,humid,10,Medium
Anuradhapura,dog coughing,22,11,rainy,6,High
Matara,fleas,7,2,hot,4,Low
Mannar,lethargy,10,0,rainy,6,Low
Negombo,dog vomiting,14,12,humid,10,High
Ratnapura,ticks,3,3,rainy,6,Low
Middeniya,eye infection,14,7,dry,2,Medium
Narammala,eye infection,8,1,humid,10,Medium
Beruwala,kennel cough,6,1,hot,4,Low
Ampara,dog vomiting,3,3,rainy,6,Low
Pelmadulla,fleas,13,8,humid,10,High
Bandaragama,fleas,15,2,hot,4,Medium
Balangoda,fleas,9,0,rainy,6,Low
Ganemulla,kennel cough,12,4,humid,10,Medium
Warakapola,dog coughing,8,0,humid,10,Low
Bandaragama,loss of appetite,10,4,humid,10,Medium
Ginigathhena,dog vomiting,7,9,humid,10,Medium
Elpitiya,ticks,9,11,humid,10,High
Hanwella,dog fever,11,13,dry,2,Medium
Ampara,eye infection,23,1,hot,4,Medium
Minuwangoda,loss of appetite,5,2,humid,10,Low
Maharagama,kennel cough,6,5,rainy,6,Medium
Mannar,kennel cough,5,7,hot,4,Medium
Kegalle,dog coughing,23,5,rainy,6,High
Deniyaya,kennel cough,5,7,hot,4,Medium
Moratuwa,loss of appetite,10,1,humid,10,Medium
Marawila,kennel cough,17,5,rainy,6,Medium
Beruwala,kennel cough,6,0,rainy,6,Low
Boralesgamuwa,itchy skin,11,9,rainy,6,Medium
Panadura,dog fever,20,1,rainy,6,Medium
Moratuwa,lethargy,10,0,dry,2,Low
Mapalana,dog fever,25,5,humid,10,High
Ragama,ticks,15,1,rainy,6,Medium
Middeniya,dog coughing,17,7,hot,4,Medium
Hikkaduwa,ticks,16,7,rainy,6,Medium
Kuliyapitiya,eye infection,13,6,hot,4,Medium
Giriulla,ticks,8,3,rainy,6,Medium
Warakapola,dog coughing,7,5,hot,4,Medium
Horana,loss of appetite,9,3,hot,4,Medium
Seeduwa,loss of appetite,0,9,humid,10,Medium
Dehiwala,fleas,6,1,rainy,6,Low
Moragahamula,dog vomiting,20,12,rainy,6,High
Rathmalana,dog fever,8,12,humid,10,High
Avissawella,kennel cough,18,6,hot,4,Medium
Haputale,dog fever,12,5,humid,10,Medium
Trincomalee,loss of appetite,6,4,rainy,6,Medium
Trincomalee,kennel cough,8,4,rainy,6,Medium
Giriulla,lethargy,15,5,humid,10,Medium
Middeniya,itchy skin,9,0,hot,4,Low
Nuwara Eliya,dog coughing,13,5,rainy,6,Medium
Embilipitiya,fleas,8,3,humid,10,Medium
Kadawatha,dog vomiting,9,12,humid,10,High
Mapalana,fleas,5,10,hot,4,Medium
Tissamaharama,eye infection,8,13,rainy,6,Medium
Bandaragama,dog fever,22,7,dry,2,High
Wellawaya,dog vomiting,7,5,dry,2,Low
Kahawatte,kennel cough,18,4,rainy,6,Medium
Piliyandala,kennel cough,19,12,hot,4,High
Boralesgamuwa,lethargy,15,0,humid,10,Medium
Katunayake,eye infection,13,9,rainy,6,Medium
Colombo,loss of appetite,16,1,rainy,6,Medium
Kataragama,loss of appetite,15,1,rainy,6,Medium
Kotte,ticks,11,5,humid,10,Medium
Elpitiya,ticks,5,0,hot,4,Low
Pelmadulla,itchy skin,26,4,dry,2,High
Embilipitiya,lethargy,14,7,humid,10,Medium
Galewela,eye infection,2,2,dry,2,Low
Mapalana,eye infection,13,8,dry,2,Medium
Giriulla,kennel cough,8,2,dry,2,Low
Kelaniya,kennel cough,9,4,humid,10,Medium
Badulla,ticks,5,12,hot,4,Medium
Vavuniya,itchy skin,7,9,humid,10,Medium
Marawila,eye infection,6,5,dry,2,Low
Matara,dog vomiting,19,2,humid,10,Medium
Middeniya,eye infection,7,1,humid,10,Medium
Narammala,loss of appetite,32,1,humid,10,High
Boralesgamuwa,eye infection,27,6,rainy,6,High
Ampara,dog vomiting,2,13,rainy,6,Medium
Avissawella,itchy skin,11,3,dry,2,Medium
Kegalle,ticks,21,7,hot,4,High
Embilipitiya,dog fever,9,3,humid,10,Medium
Boralesgamuwa,loss of appetite,10,13,hot,4,Medium
Mannar,kennel cough,20,6,rainy,6,High
Katunayake,loss of appetite,10,6,hot,4,Medium
Kilinochchi,dog vomiting,0,1,hot,4,Low
Horana,kennel cough,7,0,rainy,6,Low
Kataragama,itchy skin,14,1,dry,2,Medium
Hikkaduwa,eye infection,12,0,rainy,6,Medium
Beruwala,ticks,10,7,hot,4,Medium
Ragama,eye infection,21,3,humid,10,High
Wellawaya,ticks,19,0,rainy,6,Medium
Bandarawela,fleas,0,2,hot,4,Low
Hikkaduwa,loss of appetite,15,3,hot,4,Medium
Elpitiya,fleas,14,13,humid,10,High
Anuradhapura,eye infection,1,8,rainy,6,Medium
Batticaloa,kennel cough,13,3,dry,2,Medium
Hambantota,dog coughing,14,5,dry,2,Medium
Middeniya,itchy skin,5,0,hot,4,Low
Puttalam,loss of appetite,5,10,hot,4,Medium
Maskeliya,fleas,5,10,rainy,6,Medium
Kothmale,fleas,10,2,humid,10,Medium
Ginigathhena,itchy skin,10,0,humid,10,Medium
Nuwara Eliya,itchy skin,3,6,hot,4,Low
Negombo,lethargy,17,8,hot,4,Medium
Bandaragama,lethargy,7,2,hot,4,Low
Matara,loss of appetite,11,8,rainy,6,Medium
Kahawatte,eye infection,3,12,hot,4,Medium
Kandy,dog fever,24,12,rainy,6,High
Marawila,dog vomiting,17,2,dry,2,Medium
Beruwala,dog fever,22,7,hot,4,High
Nuwara Eliya,dog fever,2,2,humid,10,Low
Kadawatha,fleas,9,10,hot,4,Medium
Elpitiya,lethargy,12,1,humid,10,Medium
Hatton,kennel cough,26,2,dry,2,Medium
Kandana,lethargy,5,9,hot,4,Medium
Maharagama,loss of appetite,4,5,humid,10,Medium
Kadawatha,dog coughing,8,0,humid,10,Low
Ampara,kennel cough,1,7,humid,10,Medium
Ganemulla,loss of appetite,7,4,hot,4,Low
Jaffna,itchy skin,20,4,humid,10,High
Kahawatte,dog fever,10,3,hot,4,Medium
Gampaha,fleas,5,0,dry,2,Low
Dehiwala,dog vomiting,19,13,rainy,6,High
Pelmadulla,fleas,2,1,hot,4,Low
Kandana,kennel cough,16,6,rainy,6,Medium
Marawila,eye infection,4,3,rainy,6,Low
Katunayake,kennel cough,21,0,dry,2,Medium
Warakapola,dog fever,14,4,rainy,6,Medium
Aluthgama,lethargy,11,0,hot,4,Low
Rathmalana,dog coughing,24,4,hot,4,High
Ja-Ela,dog vomiting,7,6,humid,10,Medium
Galewela,eye infection,0,2,dry,2,Low
Ratnapura,dog fever,13,0,hot,4,Medium
Kotte,dog vomiting,10,6,rainy,6,Medium
Aluthgama,kennel cough,5,14,humid,10,High
Dehiwala,fleas,0,6,rainy,6,Low
Hikkaduwa,itchy skin,6,7,rainy,6,Medium
Kahawatte,itchy skin,1,3,dry,2,Low
Kegalle,dog coughing,7,6,dry,2,Medium
Wariyapola,eye infection,18,14,humid,10,High
Mapalana,eye infection,5,11,humid,10,Medium
Kandy,dog fever,17,1,rainy,6,Medium
Galle,kennel cough,14,3,humid,10,Medium
Moratuwa,dog coughing,18,7,dry,2,Medium
Horana,loss of appetite,1,3,hot,4,Low
Ja-Ela,fleas,24,9,hot,4,High
Piliyandala,dog fever,1,7,humid,10,Medium
Kandy,kennel cough,27,2,hot,4,High
Seeduwa,loss of appetite,10,7,dry,2,Medium
Ja-Ela,loss of appetite,15,0,dry,2,Medium
Balangoda,kennel cough,16,7,rainy,6,Medium
Hatton,dog fever,2,5,hot,4,Low
Kalawana,dog fever,26,2,humid,10,High
Boralesgamuwa,lethargy,14,4,humid,10,Medium
Anuradhapura,ticks,4,6,rainy,6,Medium
Jaffna,ticks,6,5,humid,10,Medium
Point Pedro,dog vomiting,14,4,humid,10,Medium
Moratuwa,fleas,8,4,rainy,6,Medium
Wellawaya,fleas,4,0,humid,10,Low
Panadura,dog vomiting,19,5,dry,2,Medium
Homagama,dog coughing,8,2,rainy,6,Low
Kothmale,dog fever,11,0,rainy,6,Low
Kalawana,loss of appetite,0,0,humid,10,Low
Homagama,dog vomiting,1,7,humid,10,Medium
Dankotuwa,loss of appetite,1,2,humid,10,Low
Kalawana,eye infection,16,5,dry,2,Medium
Anuradhapura,fleas,6,4,dry,2,Low
Anuradhapura,eye infection,3,1,rainy,6,Low
Kurunegala,fleas,2,1,humid,10,Low
Mirissa,dog vomiting,14,3,rainy,6,Medium
Gonapola,ticks,9,1,hot,4,Low
Passara,ticks,18,3,dry,2,Medium
Wariyapola,lethargy,1,6,dry,2,Low
Hanwella,dog coughing,5,1,humid,10,Low
Galle,ticks,13,7,rainy,6,Medium
Colombo,dog coughing,20,5,rainy,6,Medium
Kandy,itchy skin,8,3,dry,2,Low
Hambantota,ticks,3,8,hot,4,Medium
Point Pedro,ticks,7,3,hot,4,Low
Avissawella,dog fever,9,1,humid,10,Medium
Pelmadulla,ticks,9,5,rainy,6,Medium
Bandaragama,dog vomiting,9,6,rainy,6,Medium
Ampara,dog fever,11,5,rainy,6,Medium
Hikkaduwa,dog vomiting,6,10,dry,2,Medium
Pelmadulla,dog coughing,15,4,hot,4,Medium
Deniyaya,lethargy,11,3,rainy,6,Medium
Haputale,fleas,23,2,hot,4,Medium
Homagama,ticks,20,4,humid,10,High
Gampaha,lethargy,13,6,rainy,6,Medium
Kotte,eye infection,24,2,rainy,6,Medium
Polonnaruwa,itchy skin,14,1,humid,10,Medium
Middeniya,fleas,15,4,hot,4,Medium
Mirissa,itchy skin,10,0,humid,10,Medium
Trincomalee,itchy skin,27,15,rainy,6,High
Ginigathhena,fleas,19,11,dry,2,High
Moratuwa,lethargy,24,3,humid,10,High
Warakapola,loss of appetite,13,5,rainy,6,Medium
Kosgama,dog vomiting,0,9,hot,4,Low
Matale,lethargy,2,1,hot,4,Low
Boralesgamuwa,ticks,17,6,dry,2,Medium
Kosgama,kennel cough,20,0,humid,10,Medium
Bandaragama,eye infection,3,0,hot,4,Low
Avissawella,itchy skin,7,8,rainy,6,Medium
Hikkaduwa,eye infection,5,6,hot,4,Medium
Boralesgamuwa,itchy skin,24,5,humid,10,High
Buttala,dog fever,19,11,humid,10,High
Kelaniya,ticks,15,2,hot,4,Medium
Minuwangoda,kennel cough,13,0,hot,4,Medium
Mahiyanganaya,kennel cough,17,11,humid,10,High
Ginigathhena,fleas,6,2,dry,2,Low
Kataragama,fleas,16,7,dry,2,Medium
Pelmadulla,ticks,12,11,hot,4,Medium
Matara,dog vomiting,6,11,rainy,6,Medium
Middeniya,dog coughing,15,1,rainy,6,Medium
Kuliyapitiya,itchy skin,12,2,hot,4,Medium
Hambantota,eye infection,0,1,rainy,6,Low
Kelaniya,loss of appetite,15,8,dry,2,Medium
Kosgama,kennel cough,9,16,hot,4,High
Gonapola,dog vomiting,19,5,hot,4,Medium
Kegalle,dog vomiting,12,0,rainy,6,Medium
Embilipitiya,loss of appetite,10,6,dry,2,Medium
Ganemulla,dog vomiting,3,7,humid,10,Medium
Pelmadulla,dog coughing,14,0,hot,4,Medium
Mahiyanganaya,dog coughing,10,5,humid,10,Medium
Monaragala,dog vomiting,10,13,humid,10,High
Horana,dog fever,1,9,rainy,6,Medium
Matugama,fleas,26,0,humid,10,High
Boralesgamuwa,dog vomiting,18,0,rainy,6,Medium
Middeniya,eye infection,20,5,rainy,6,Medium
Weligama,dog fever,6,0,hot,4,Low
Jaffna,kennel cough,16,8,dry,2,Medium
Mannar,dog vomiting,14,13,rainy,6,High
Gonapola,fleas,9,1,hot,4,Low
Ginigathhena,dog fever,7,8,rainy,6,Medium
Kadawatha,loss of appetite,5,5,rainy,6,Medium
Chilaw,kennel cough,15,8,rainy,6,Medium
Kilinochchi,loss of appetite,8,14,dry,2,Medium
Polonnaruwa,fleas,19,3,rainy,6,Medium
Tissamaharama,eye infection,8,2,humid,10,Medium
Embilipitiya,dog vomiting,11,6,rainy,6,Medium
Kadawatha,loss of appetite,18,7,dry,2,Medium
Ampara,kennel cough,10,7,rainy,6,Medium
Trincomalee,itchy skin,4,2,hot,4,Low
Kothmale,dog fever,3,1,humid,10,Low
Pelmadulla,loss of appetite,8,6,rainy,6,Medium
Trincomalee,eye infection,19,6,hot,4,Medium
Kuliyapitiya,lethargy,12,1,dry,2,Low
Ganemulla,loss of appetite,12,2,hot,4,Medium
Mullaitivu,lethargy,2,5,rainy,6,Low
Wariyapola,fleas,8,2,hot,4,Low
Minuwangoda,dog coughing,15,9,dry,2,Medium
Kurunegala,itchy skin,2,0,dry,2,Low
Gampaha,itchy skin,18,0,dry,2,Medium
Nuwara Eliya,ticks,10,6,humid,10,Medium
Mahiyanganaya,itchy skin,8,9,hot,4,Medium
Balangoda,kennel cough,18,7,humid,10,High
Katunayake,eye infection,6,3,hot,4,Low
Galgamuwa,fleas,14,1,humid,10,Medium
Kothmale,ticks,16,0,hot,4,Medium
Mahiyanganaya,itchy skin,8,1,hot,4,Low
Narammala,lethargy,1,10,hot,4,Medium
Point Pedro,fleas,6,12,rainy,6,Medium
Kahawatte,dog coughing,1,8,humid,10,Medium
Ginigathhena,dog coughing,2,7,humid,10,Medium
Embilipitiya,loss of appetite,8,0,humid,10,Low
Ratnapura,fleas,19,4,hot,4,Medium
Kalutara,kennel cough,6,0,dry,2,Low
Mahiyanganaya,loss of appetite,2,7,humid,10,Medium
Horana,itchy skin,7,3,humid,10,Medium
Kadawatha,ticks,2,5,dry,2,Low
Avissawella,dog vomiting,2,11,rainy,6,Medium
Wellawaya,itchy skin,20,0,hot,4,Medium
Boralesgamuwa,kennel cough,11,1,hot,4,Low
Matugama,dog coughing,1,0,dry,2,Low
Warakapola,dog coughing,5,8,humid,10,Medium
Avissawella,kennel cough,15,6,dry,2,Medium
Wattala,ticks,11,1,rainy,6,Medium
Jaffna,kennel cough,10,9,dry,2,Medium
Galle,dog fever,4,3,rainy,6,Low
Dankotuwa,itchy skin,20,8,rainy,6,High
Giriulla,dog fever,17,3,hot,4,Medium
Puttalam,fleas,14,10,rainy,6,High
Mirissa,lethargy,12,6,dry,2,Medium
Kegalle,dog vomiting,11,2,dry,2,Low
Ampara,lethargy,9,7,rainy,6,Medium
Moragahamula,dog fever,6,8,humid,10,Medium
Puttalam,fleas,16,3,hot,4,Medium
Horana,kennel cough,3,2,hot,4,Low
Mullaitivu,lethargy,16,1,hot,4,Medium
Bandarawela,lethargy,2,13,humid,10,Medium
Kandy,loss of appetite,12,3,humid,10,Medium
Weeraketiya,eye infection,5,4,dry,2,Low
Seeduwa,itchy skin,2,10,hot,4,Medium
Ja-Ela,dog fever,8,14,humid,10,High
Negombo,lethargy,14,2,rainy,6,Medium
Minuwangoda,kennel cough,2,13,rainy,6,Medium
Gampaha,dog vomiting,22,9,humid,10,High
Rathmalana,itchy skin,12,4,humid,10,Medium
Mapalana,dog vomiting,13,0,rainy,6,Medium
Katunayake,dog vomiting,7,1,humid,10,Medium
Minuwangoda,ticks,18,6,rainy,6,Medium
Mapalana,loss of appetite,5,5,rainy,6,Medium
Kegalle,dog vomiting,12,3,hot,4,Medium
Dambulla,fleas,8,7,humid,10,Medium
Galewela,eye infection,23,0,dry,2,Medium
Rathmalana,kennel cough,7,0,hot,4,Low
Deniyaya,kennel cough,13,5,hot,4,Medium
Weeraketiya,fleas,19,7,dry,2,Medium
Pelmadulla,loss of appetite,11,5,dry,2,Medium
Ratnapura,dog coughing,13,4,dry,2,Medium
Beruwala,lethargy,20,6,humid,10,High
Haputale,dog vomiting,2,1,rainy,6,Low
Monaragala,loss of appetite,10,9,humid,10,Medium
Jaffna,ticks,10,7,hot,4,Medium
Galle,kennel cough,13,3,humid,10,Medium
Negombo,dog fever,15,8,dry,2,Medium
Passara,eye infection,7,0,rainy,6,Low
Kotte,fleas,1,1,humid,10,Low
Trincomalee,fleas,5,0,rainy,6,Low
Anuradhapura,itchy skin,0,10,hot,4,Medium
Trincomalee,dog fever,7,3,dry,2,Low
Katunayake,lethargy,23,4,rainy,6,High
Maskeliya,dog fever,14,8,rainy,6,Medium
Moratuwa,itchy skin,5,2,hot,4,Low
Boralesgamuwa,dog coughing,5,2,hot,4,Low
Kothmale,dog vomiting,13,5,rainy,6,Medium
Marawila,itchy skin,10,3,dry,2,Low
Kataragama,loss of appetite,10,0,rainy,6,Low
Middeniya,eye infection,20,5,dry,2,Medium
Kegalle,loss of appetite,1,3,dry,2,Low
Aluthgama,dog coughing,14,0,hot,4,Medium
Kurunegala,itchy skin,12,10,rainy,6,Medium
Mannar,itchy skin,7,7,humid,10,Medium
Kadawatha,kennel cough,10,7,dry,2,Medium
Kataragama,dog fever,7,2,rainy,6,Low
Aluthgama,itchy skin,9,9,hot,4,Medium
