Pet_ID,Species,Breed,Age_Years,Weight_kg,Gender,Activity_Level,Medical_Condition,Ideal_Weight_kg,Calorie_Requirement_kcal,Protein_%,Fat_%,Carbs_%,Daily_Meal_Portion_g,Meals_Per_Day,Portion_Per_Meal_g,Adaptivity_Index
e9cf5fbc-d3e6-45e1-baef-97e56bfcd78a,Cat,Persian Cat,7.2,8.1,Male,Moderate,None,7.9,470.5,37.7,24.3,38.0,134.4,3,44.8,0.33
c0c56cd4-0f78-4eb7-9ef5-227b9ed83c8b,Cat,Siamese Cat,1.5,5.4,Female,Low,Obesity,5.3,252.9,38.4,13.8,47.8,72.3,2,36.1,0.53
de30e8c1-ca1f-4667-a46e-033a6998e74b,Dog,Golden Retriever,2.3,35.5,Male,Moderate,Allergies,37.1,1425.3,28.7,24.9,46.4,407.2,3,135.7,0.42
c6292c86-c56f-41d3-9644-49af2032921c,Dog,Bulldog,8.1,35.8,Male,Moderate,Allergies,38.7,1434.3,35.2,14.7,50.1,409.8,3,136.6,0.49
446f3d84-dbe3-4a91-8461-ccb2cde10dac,Dog,Golden Retriever,11.3,24.6,Male,Moderate,Allergies,24.2,1082.5,34.6,13.0,52.4,309.3,3,103.1,0.83
51021d30-dd49-4a3a-a47f-ff9e5deecb00,Dog,Poodle,14.6,31.5,Male,High,Allergies,34.1,1489.2,29.9,12.5,57.6,425.5,4,106.4,0.47
15e39319-63ef-426f-84fe-5e00be939970,Dog,Bulldog,6.2,9.2,Male,Low,None,8.7,443.7,33.7,20.4,45.9,126.8,2,63.4,0.71
3fbc01c4-3c55-4183-96f1-7c7bf7a9d84b,Dog,German Shepherd,5.9,39.8,Male,Low,Obesity,41.7,1131.4,32.5,20.3,47.2,323.3,2,161.7,0.5
94b7a97f-0378-42e6-b4b7-6c27392eea4b,Dog,Golden Retriever,1.4,38.8,Male,High,Joint Issues,35.9,1741.2,36.9,11.9,51.2,497.5,4,124.4,0.44
f9395027-0778-4410-9cf7-7678b2866cde,Dog,Ragdoll,11.9,29.9,Female,Moderate,Obesity,28.0,1065.1,25.3,15.7,59.0,304.3,3,101.4,0.73
3c5b6d4f-753e-4491-bc3d-7cccc549a8f5,Dog,Beagle,13.5,27.6,Female,High,Allergies,26.2,1348.7,33.4,18.1,48.5,385.3,4,96.3,0.59
a4b60d5d-fe7f-4aa3-a530-bffe01043466,Dog,British Shorthair,3.2,24.7,Female,Moderate,Allergies,23.5,1085.8,29.1,22.5,48.4,310.2,3,103.4,0.85
dd9c6c6d-b12f-464a-8a41-77fae96eb6e0,Dog,Ragdoll,2.8,36.7,Male,Moderate,Diabetes,39.4,1315.1,37.3,18.1,44.6,375.7,3,125.2,0.57
dae4f680-bc03-4924-b3d4-55467380a5c6,Dog,Ragdoll,6.0,32.7,Male,Low,Joint Issues,31.8,1148.7,37.9,21.6,40.5,328.2,2,164.1,0.44
066857ba-4a5a-415b-8e4e-09155a150881,Dog,Bulldog,10.0,3.5,Female,Low,Joint Issues,3.6,214.9,35.2,21.5,43.3,61.4,2,30.7,0.39
93dd326f-1731-4f7e-b0c9-4e9d1bd08eea,Dog,Beagle,5.2,21.4,Female,Low,None,23.4,835.8,32.8,11.0,56.2,238.8,2,119.4,0.8
9fc531b6-df93-420d-b329-e0443fbe1965,Dog,German Shepherd,3.1,13.8,Male,Low,None,13.1,601.4,32.3,11.5,56.2,171.8,2,85.9,0.64
60254c70-2242-4cb6-ae98-d20bacacbbbb,Cat,Siamese Cat,10.0,2.4,Female,Low,Diabetes,2.5,145.8,28.3,20.8,50.9,41.7,2,20.9,0.31
fe0ec455-4fff-428c-8934-d53cccd88ddb,Dog,Poodle,10.0,36.6,Male,Moderate,None,33.9,1458.3,30.4,21.2,48.4,416.7,3,138.9,0.83
4b040bb5-26be-4262-af63-6a5bdcd88bb9,Cat,Persian Cat,12.0,4.9,Male,High,Diabetes,4.6,332.0,32.9,21.0,46.1,94.9,4,23.7,0.8
9918c14b-a9d9-40a1-85ce-e0b7b4dbfb2d,Dog,Bulldog,14.2,29.8,Male,Low,Obesity,27.3,910.7,33.0,12.8,54.2,260.2,2,130.1,0.62
b802bd78-b574-479a-b853-3cfb976608d3,Dog,Poodle,8.8,25.8,Male,High,Joint Issues,25.0,1282.1,31.2,11.6,57.2,366.3,4,91.6,0.68
5b836939-9b42-40bf-be8f-f3fb27096048,Cat,Persian Cat,10.3,2.4,Female,Low,Obesity,2.6,137.7,36.9,18.2,44.9,39.3,2,19.6,0.6
8ae045a7-ef2c-421c-b145-b0c5bfad10ee,Dog,German Shepherd,8.2,9.4,Female,Moderate,Diabetes,9.6,473.5,33.3,25.0,41.7,135.3,3,45.1,0.81
ede3c043-2c44-4443-bac7-cc988a4f95fe,Cat,Siamese Cat,11.6,4.1,Female,High,Diabetes,4.3,290.4,34.1,18.4,47.5,83.0,4,20.8,0.43
709da121-02f4-465a-98fd-f68c0de46cc8,Dog,Ragdoll,13.9,21.5,Female,Moderate,Allergies,19.5,978.5,31.7,16.0,52.3,279.6,3,93.2,0.74
afc4660f-05a8-42bb-b6df-8788754c4cea,Dog,Beagle,9.1,21.5,Male,Moderate,None,22.5,978.5,29.5,13.3,57.2,279.6,3,93.2,0.81
e7f92b9a-a94b-4281-b5fb-8c0aa74d7001,Dog,Golden Retriever,11.7,21.8,Female,High,Joint Issues,23.3,1130.0,33.3,23.9,42.8,322.9,4,80.7,0.39
614e22d4-f051-4fa9-84eb-44bb9559749c,Dog,Golden Retriever,7.2,45.8,Male,Low,Diabetes,48.6,1331.0,30.5,18.7,50.8,380.3,2,190.2,0.44
4f30742b-6728-4560-b932-546f12ac67e4,Dog,Beagle,1.8,35.3,Female,High,Obesity,33.2,1378.7,36.0,20.9,43.1,393.9,4,98.5,0.78
1df4a0f8-8892-48d0-aacf-eba8bd7e59c0,Dog,German Shepherd,7.6,27.4,Male,High,Diabetes,25.3,1207.2,25.6,22.1,52.3,344.9,4,86.2,0.53
918b9475-34df-4691-bd26-b6b6bc8086ab,Dog,Golden Retriever,13.9,24.3,Female,Moderate,Allergies,24.5,1072.6,31.2,23.0,45.8,306.5,3,102.2,0.82
2d227389-6f14-448d-a20d-824e29d8a1a1,Dog,Poodle,11.3,24.6,Male,High,Allergies,26.7,1237.1,25.8,17.9,56.3,353.5,4,88.4,0.49
67533b50-1c04-451e-99d0-18b9e46e87b4,Dog,British Shorthair,2.7,32.3,Male,Low,None,31.1,1138.1,35.1,25.0,39.9,325.2,2,162.6,0.88
5aeffe41-b640-4baa-8174-c847b0450394,Dog,British Shorthair,8.8,24.2,Male,Low,Allergies,24.2,916.5,29.3,15.9,54.8,261.9,2,130.9,0.38
ce467d47-7bf5-4ecd-8999-9946837a6ec6,Dog,Bulldog,7.4,34.2,Male,High,Allergies,33.9,1583.9,28.9,16.0,55.1,452.5,4,113.1,0.56
242e1de4-1ffe-4969-bbb1-44452c369614,Dog,German Shepherd,11.5,28.5,Female,High,Obesity,28.6,1174.3,32.3,19.8,47.9,335.5,4,83.9,0.42
81eb5487-6799-4946-9732-b5b5f85655a1,Dog,British Shorthair,15.0,45.9,Male,Low,None,42.6,1481.3,29.0,16.5,54.5,423.2,2,211.6,0.71
ae6f9304-d0ba-4b7c-89cd-78dd80035592,Dog,British Shorthair,1.8,23.6,Female,Moderate,Diabetes,21.4,944.4,30.2,14.8,55.0,269.8,3,89.9,0.66
2d38443c-aca6-4f84-a263-30df7d1c1b3d,Dog,Golden Retriever,11.7,36.1,Male,Moderate,Joint Issues,33.9,1443.3,37.3,22.0,40.7,412.4,3,137.5,0.67
798f7bc4-fb02-4a53-99aa-2382890a364a,Dog,Maine Coon,1.2,14.6,Male,Low,Diabetes,15.1,564.7,27.3,20.9,51.8,161.3,2,80.7,0.35
ac317ef9-cb2b-4d30-b30b-9cddd8c27210,Dog,Golden Retriever,4.0,18.8,Male,Moderate,None,20.2,884.8,30.1,22.1,47.8,252.8,3,84.3,0.48
77ab6ce8-2ea0-43de-9926-05e1fd49f5d2,Dog,Maine Coon,0.8,44.1,Male,High,Joint Issues,41.3,1916.7,28.2,18.2,53.6,547.6,4,136.9,0.75
5ec7227c-32b1-4e48-9ec2-c9c3acaf9d3d,Dog,Ragdoll,7.5,33.7,Male,High,None,36.7,1566.5,30.6,23.6,45.8,447.6,4,111.9,0.62
c8fea4f4-b07e-40cc-84ab-a1c3f2466211,Dog,Beagle,3.0,30.0,Female,Low,Joint Issues,31.1,1076.8,29.1,17.0,53.9,307.7,2,153.8,0.87
b8586afa-6d3f-4ab9-aa5f-f8a61766ae1b,Dog,Bulldog,6.1,49.0,Female,High,Diabetes,52.6,1866.8,38.0,10.3,51.7,533.4,4,133.3,0.82
f46bf5df-3a23-45db-bee3-d41fb7fb75ef,Cat,Siamese Cat,3.9,4.9,Female,High,None,5.0,368.9,38.6,17.3,44.1,105.4,4,26.4,0.66
daa705fa-7b35-4d1f-a969-e3f327415f49,Dog,Bulldog,3.2,36.1,Female,High,None,34.0,1649.5,25.6,23.8,50.6,471.3,4,117.8,0.48
bd6f5171-6622-4afd-8a4f-fc0302717f3a,Dog,Maine Coon,6.2,36.9,Male,Low,Diabetes,38.1,1131.9,35.3,15.3,49.4,323.4,2,161.7,0.48
c0d77743-5ac4-44d9-95f3-2ac62a8e8cce,Dog,Ragdoll,4.5,41.3,Male,High,Diabetes,38.1,1642.2,38.2,23.4,38.4,469.2,4,117.3,0.79
f50d9aa8-a0bf-484f-b3ae-3fd9ae5c4388,Dog,Golden Retriever,14.2,13.5,Female,Low,Obesity,13.9,502.9,30.1,15.9,54.0,143.7,2,71.8,0.38
e731b859-dda9-4996-beea-82b1e255b50b,Cat,Siamese Cat,8.1,4.9,Male,Moderate,Obesity,5.3,274.3,33.6,16.4,50.0,78.4,3,26.1,0.49
dad15a07-ae18-4a04-aebd-4baf8f04cf73,Dog,British Shorthair,5.3,28.3,Male,Low,Obesity,29.9,876.1,33.7,20.3,46.0,250.3,2,125.2,0.42
bd1e5664-bae7-4ce6-8a40-0107aa7fa7cf,Dog,German Shepherd,5.0,41.1,Male,Moderate,Obesity,44.2,1352.2,34.8,18.5,46.7,386.3,3,128.8,0.39
cb7ddf8f-f7d9-4a58-9b8d-b04903b971b7,Dog,Bulldog,8.6,29.5,Male,Low,Diabetes,28.9,956.9,37.6,12.2,50.2,273.4,2,136.7,0.32
401c91e8-c801-4208-b1d5-9d9413aa3ef0,Cat,Persian Cat,13.3,7.4,Female,Moderate,Diabetes,7.9,395.7,31.6,24.0,44.4,113.1,3,37.7,0.84
6ccab61f-bd81-414c-9f88-0be4c58d3f6b,Dog,Beagle,2.7,12.7,Male,Low,Obesity,13.4,480.3,27.8,21.4,50.8,137.2,2,68.6,0.67
3118033f-9a70-42b9-a3df-966b22a5a4b3,Dog,Beagle,9.3,22.0,Male,High,Obesity,23.4,967.1,28.5,10.4,61.1,276.3,4,69.1,0.35
7b5a8beb-f732-4df0-8c52-f4ba276c8e60,Dog,Maine Coon,2.4,38.8,Female,High,Diabetes,35.9,1567.1,27.8,15.8,56.4,447.7,4,111.9,0.58
4e179566-311d-41f5-9c6b-a726d14863d9,Dog,German Shepherd,3.3,23.3,Male,Moderate,None,22.5,1039.3,38.9,24.3,36.8,296.9,3,99.0,0.43
c2371b00-8f96-4eb5-adcb-97ff8381b8e7,Dog,Poodle,11.5,25.2,Male,Low,Allergies,24.5,944.8,38.0,17.3,44.7,269.9,2,134.9,0.49
341f3e58-56c3-419a-9e9f-ec99a0f8d4e6,Dog,Maine Coon,13.4,40.9,Female,Moderate,None,40.0,1585.0,34.1,22.4,43.5,452.9,3,151.0,0.73
80356fb1-612c-4799-a9d1-9d9308c70f00,Cat,Siamese Cat,9.4,3.3,Male,High,None,3.3,274.2,31.8,22.4,45.8,78.3,4,19.6,0.33
7449abc7-34b3-458d-bad4-04800f1ef4b3,Dog,Poodle,8.0,18.6,Female,High,None,17.6,1003.1,33.4,17.7,48.9,286.6,4,71.7,0.68
029b9470-1631-4877-91fa-ce7ca6448fa5,Dog,Golden Retriever,3.3,11.8,Female,Moderate,Diabetes,10.8,561.5,36.6,14.3,49.1,160.4,3,53.5,0.4
4b9c1bbe-78ce-4414-a0b1-e94620346654,Dog,Beagle,9.4,41.4,Male,High,Joint Issues,42.4,1828.0,38.6,17.0,44.4,522.3,4,130.6,0.69
22eea0d0-20c6-477a-a7f2-5baed1c3d1f1,Dog,Bulldog,11.0,35.1,Male,Low,Joint Issues,34.8,1211.3,39.1,20.4,40.5,346.1,2,173.1,0.38
5f15eb51-825a-497f-882a-a7f09e3ecc0e,Cat,Siamese Cat,5.2,7.0,Male,Low,Allergies,7.0,361.5,33.9,20.7,45.4,103.3,2,51.6,0.42
1f2a3ce2-6d32-4869-ab18-427822ad0720,Dog,Maine Coon,1.8,21.8,Female,High,Obesity,21.7,960.5,35.8,11.9,52.3,274.4,4,68.6,0.37
f4299568-9d65-48ae-9362-173d5ebaea23,Dog,Maine Coon,9.7,11.1,Male,High,Allergies,11.3,681.1,35.9,24.6,39.5,194.6,4,48.6,0.67
7124893d-1002-487a-bb87-7124ffeccd2d,Dog,German Shepherd,6.0,8.5,Female,Low,Obesity,8.6,355.4,38.7,18.5,42.8,101.5,2,50.8,0.7
6b649773-9519-49c3-9b91-55fb8fa039fe,Dog,German Shepherd,2.9,38.8,Male,Low,None,41.2,1305.9,31.3,14.6,54.1,373.1,2,186.6,0.76
25b1fcf9-3993-4e9f-bde7-323fde82b5ef,Dog,Maine Coon,4.7,30.6,Male,Low,Obesity,31.9,928.9,39.4,10.1,50.5,265.4,2,132.7,0.76
68ba6c17-5f7e-4ab9-b042-8a979da2fe2b,Dog,Golden Retriever,7.2,32.6,Female,High,None,30.9,1528.0,34.1,17.4,48.5,436.6,4,109.2,0.43
21e31a60-aefe-48f7-ad5c-b9bb9dfcf72a,Dog,Maine Coon,7.1,27.8,Female,Low,Joint Issues,30.2,1017.0,34.0,13.7,52.3,290.6,2,145.3,0.63
3540134c-aac7-4705-9c24-86c4d2a383f0,Dog,British Shorthair,9.6,17.5,Male,Low,Obesity,17.5,610.9,27.2,19.8,53.0,174.5,2,87.2,0.32
a8f4cd6a-6080-4d1d-b865-69d85aca6f23,Dog,Golden Retriever,10.2,22.2,Female,Moderate,None,21.1,1002.3,25.7,16.3,58.0,286.4,3,95.5,0.41
1cd8cb2a-7534-4e41-adfb-da4b1e9feaa9,Dog,Beagle,9.4,15.1,Male,Moderate,Joint Issues,16.0,750.7,30.4,10.5,59.1,214.5,3,71.5,0.76
04924798-d92c-460d-9b4d-6d497b5f8670,Cat,Persian Cat,5.8,2.8,Female,Low,Allergies,2.8,181.8,37.6,11.0,51.4,51.9,2,25.9,0.58
95f8d186-7ab4-4260-9a1c-53ea96f38454,Dog,Bulldog,10.6,34.2,Female,Moderate,Joint Issues,35.7,1385.9,31.2,13.1,55.7,396.0,3,132.0,0.43
71d18d99-c241-427a-9fee-edd1b35e074c,Dog,Golden Retriever,2.1,9.3,Male,Moderate,Joint Issues,8.9,521.9,39.0,24.8,36.2,149.1,3,49.7,0.47
14ab7bf7-3c5c-4857-af66-d879a66f8dc0,Dog,British Shorthair,12.8,15.2,Female,High,Joint Issues,14.2,862.2,39.9,15.3,44.8,246.3,4,61.6,0.38
8970497e-c1b8-478d-b3e3-07b0e9f6c636,Dog,British Shorthair,7.7,22.8,Female,Moderate,Obesity,23.6,869.2,38.3,13.5,48.2,248.3,3,82.8,0.47
7a5e655f-59de-4dff-b716-8aeea6b15be5,Dog,Poodle,0.5,26.1,Male,Moderate,None,27.2,1131.6,36.1,13.1,50.8,323.3,3,107.8,0.67
5bf13038-b89c-4b9b-9ef5-30bdc36ce947,Cat,Siamese Cat,6.5,2.3,Female,Moderate,Joint Issues,2.1,183.0,37.1,13.2,49.7,52.3,3,17.4,0.68
ce981442-7fde-432a-8eb9-8e3502208fbd,Dog,Beagle,4.2,9.1,Male,Moderate,Diabetes,9.9,462.1,32.6,14.9,52.5,132.0,3,44.0,0.3
b0aafc53-774e-4db7-b885-ea638a192ab0,Cat,Persian Cat,5.4,5.9,Male,Low,Obesity,5.9,270.3,30.0,15.1,54.9,77.2,2,38.6,0.7
dc83e4e8-3142-47db-8ab8-591287caa58b,Dog,Maine Coon,12.1,27.2,Male,Moderate,Obesity,24.7,992.1,34.4,23.4,42.2,283.5,3,94.5,0.62
4cc96053-812f-4d61-9784-67b43ca87582,Cat,Persian Cat,7.2,7.7,Female,High,None,7.9,517.7,37.5,14.5,48.0,147.9,4,37.0,0.73
408188e2-592b-4e4d-b8e1-ec11bebea6c7,Cat,Persian Cat,8.6,5.2,Male,Low,Joint Issues,5.5,289.3,35.3,22.0,42.7,82.7,2,41.4,0.83
90a428f0-ec6b-48a2-91a8-cd40fd99c82a,Cat,Persian Cat,1.5,6.1,Male,Moderate,None,6.6,380.4,30.1,15.6,54.3,108.7,3,36.2,0.62
e6820792-564d-4af0-90e7-7870b98c4cf6,Dog,German Shepherd,8.8,18.0,Female,Low,Joint Issues,18.4,734.1,26.8,21.7,51.5,209.7,2,104.8,0.48
6d5ceb41-b285-4538-812c-87fbcc719b3c,Cat,Persian Cat,10.8,3.7,Female,Moderate,None,3.6,261.4,32.5,13.6,53.9,74.7,3,24.9,0.57
fa048bae-866c-4ba2-8fa9-2542f579007d,Dog,Beagle,3.6,12.6,Female,Low,None,13.3,561.8,30.6,10.6,58.8,160.5,2,80.2,0.42
fb8cf1db-2f2b-4c79-9246-786aa2d5a657,Dog,Bulldog,6.9,18.1,Male,Moderate,Joint Issues,17.3,860.0,27.3,15.1,57.6,245.7,3,81.9,0.59
0b63d59b-aae8-4bf3-8d53-cb0c845a3f92,Dog,Ragdoll,5.0,22.1,Female,Low,None,22.8,856.2,37.3,24.1,38.6,244.6,2,122.3,0.71
31ab63d9-2069-4f91-b9dc-95217285355b,Dog,German Shepherd,3.5,37.5,Male,Moderate,Allergies,34.5,1485.1,35.7,17.8,46.5,424.3,3,141.4,0.3
26d5bd1b-920d-4e47-bdd6-4148179ce529,Dog,Golden Retriever,10.5,16.6,Male,Moderate,Allergies,16.9,805.9,38.3,11.5,50.2,230.3,3,76.8,0.76
a90d8759-21e0-4345-b901-a4aa678fb2e2,Dog,Beagle,0.8,46.5,Female,High,Obesity,43.4,1695.2,29.8,12.9,57.3,484.3,4,121.1,0.47
6a9df7c7-9e1a-4ccf-b01d-dfde3c4dfa1f,Cat,Persian Cat,11.7,6.3,Male,Moderate,Obesity,5.9,331.2,27.4,11.7,60.9,94.6,3,31.5,0.87
f8e90590-11ab-408c-9440-599fbcc70555,Dog,Ragdoll,8.0,29.1,Male,High,Diabetes,26.7,1262.9,33.2,14.1,52.7,360.8,4,90.2,0.87
c63eb39c-28a0-4d57-a8a3-ce6faab560a1,Dog,Beagle,8.8,25.4,Male,Low,Diabetes,25.9,855.4,34.2,15.1,50.7,244.4,2,122.2,0.57
91a590cd-7048-4422-a2ad-dd0662654ff6,Dog,German Shepherd,0.9,23.5,Male,Low,Allergies,23.7,896.6,25.8,16.4,57.8,256.2,2,128.1,0.41
1e306aa4-1f70-4dc4-9924-eff15f03c95f,Dog,British Shorthair,13.4,19.4,Female,High,Diabetes,19.8,931.8,29.7,22.3,48.0,266.2,4,66.5,0.73
083b2a6c-aba9-444d-954c-45ebdb8f0547,Dog,Ragdoll,1.6,11.3,Female,High,Obesity,11.3,586.7,26.4,22.0,51.6,167.6,4,41.9,0.72
9a8b2558-abaa-46be-8cf5-e857ba2f68fc,Dog,Bulldog,7.1,17.0,Female,Moderate,Obesity,16.8,697.4,39.2,12.2,48.6,199.3,3,66.4,0.84
9e1c93c2-8d23-40a2-8382-7b95c42a9938,Dog,Beagle,13.7,41.4,Female,Low,Diabetes,43.2,1233.9,36.8,23.2,40.0,352.5,2,176.2,0.57
b867ee5f-216e-4d49-9bb7-dac6d61ede4b,Dog,Golden Retriever,1.4,30.7,Male,Moderate,Allergies,29.3,1278.1,31.9,12.6,55.5,365.2,3,121.7,0.76
45232990-13d4-48fd-a6ad-0afc3ba7a3de,Dog,British Shorthair,8.8,41.3,Male,Moderate,None,37.8,1596.6,29.9,19.7,50.4,456.2,3,152.1,0.78
3d18190d-7dad-49d2-b4a9-683c5b014374,Dog,Ragdoll,7.2,19.2,Female,Low,Joint Issues,18.2,770.5,28.7,12.4,58.9,220.1,2,110.0,0.59
cbd751f2-1d8a-489b-be5a-84bd16e61c81,Dog,Bulldog,5.4,14.9,Female,Moderate,Joint Issues,14.5,743.2,36.8,18.2,45.0,212.3,3,70.8,0.44
d9711c83-033b-4764-a79d-4bf62d6403e0,Dog,Bulldog,11.2,25.3,Female,Low,Joint Issues,23.1,947.6,33.9,14.9,51.2,270.7,2,135.3,0.36
84f49f2e-0d39-4437-bd7a-4d343cf1a780,Dog,Maine Coon,3.1,17.3,Female,Low,Joint Issues,18.3,712.5,26.6,22.2,51.2,203.6,2,101.8,0.76
81bf69be-0a0e-49ef-ac2b-13fd1d5a81ec,Cat,Siamese Cat,5.2,5.5,Male,Low,Obesity,5.9,256.4,37.3,23.3,39.4,73.3,2,36.6,0.84
39cc2382-a02e-401c-b494-f82cb29b77c9,Dog,Golden Retriever,11.5,9.4,Male,Moderate,Joint Issues,9.7,526.1,29.4,19.2,51.4,150.3,3,50.1,0.57
730447cc-53a9-4c77-8867-7eda89071934,Dog,Poodle,10.4,5.1,Female,Moderate,Joint Issues,4.9,332.6,36.9,20.2,42.9,95.0,3,31.7,0.85
ba2704df-f83f-4765-b564-5a5c6e78fa49,Cat,Siamese Cat,10.9,5.7,Female,Low,Joint Issues,5.9,309.9,25.1,24.8,50.1,88.5,2,44.2,0.54
b65c169c-b116-43e2-9882-331595d48c4e,Dog,German Shepherd,12.9,41.7,Male,Moderate,Joint Issues,41.4,1608.2,39.5,10.0,50.5,459.5,3,153.2,0.64
b64f6978-0ae4-42e4-93ce-fe862a15347f,Cat,Persian Cat,2.1,5.8,Female,Low,Obesity,5.3,266.9,31.5,18.9,49.6,76.3,2,38.1,0.68
831a0c42-b057-4a1f-8301-cd772e914a88,Cat,Siamese Cat,6.4,6.1,Female,High,Obesity,5.7,369.5,34.9,17.1,48.0,105.6,4,26.4,0.41
52f388dd-3420-43ac-be56-59ad5fe284cc,Cat,Siamese Cat,12.7,5.2,Female,Moderate,Obesity,5.4,286.8,29.3,23.1,47.6,81.9,3,27.3,0.38
76a03be4-5ab4-4245-a98c-9b3221337c0a,Dog,Golden Retriever,1.5,26.7,Male,Low,Allergies,24.5,986.6,34.9,24.6,40.5,281.9,2,140.9,0.38
9f372067-6713-4d4e-8615-9b57fd1d5726,Dog,German Shepherd,9.8,10.9,Female,Moderate,Joint Issues,10.8,587.9,39.0,19.3,41.7,168.0,3,56.0,0.57
76138e97-3f7a-4d16-920d-ac6b8f770185,Cat,Siamese Cat,8.5,3.5,Female,Moderate,Diabetes,3.6,225.7,28.4,16.4,55.2,64.5,3,21.5,0.3
f79fb64d-61eb-4556-8460-c3147e4bc0d7,Dog,Maine Coon,12.8,37.4,Male,High,Joint Issues,39.6,1693.8,29.0,23.9,47.1,483.9,4,121.0,0.65
7bed279c-b7f6-468f-b97f-304fb1b86962,Dog,Golden Retriever,14.7,14.1,Female,High,Diabetes,15.5,733.5,26.7,17.2,56.1,209.6,4,52.4,0.71
551f9596-62cf-4324-86c1-4447ecbc1522,Dog,German Shepherd,11.1,21.8,Female,Moderate,Joint Issues,23.7,988.7,26.2,23.3,50.5,282.5,3,94.2,0.35
8d9a1f57-acaa-4141-b911-7da6a2a4a5be,Dog,Maine Coon,9.6,37.1,Male,High,Joint Issues,37.3,1683.6,37.0,14.7,48.3,481.0,4,120.2,0.33
bd5e5c91-83fb-4772-8f53-a3b63c1e75fb,Cat,Persian Cat,8.3,5.3,Male,Moderate,Allergies,5.4,342.3,32.7,17.0,50.3,97.8,3,32.6,0.74
b5246522-10af-4467-91e2-0fa7ad3e0f43,Cat,Siamese Cat,5.6,5.4,Female,Moderate,Obesity,5.0,295.1,25.5,23.8,50.7,84.3,3,28.1,0.75
2f05dd3d-b1e0-45d0-ac9e-fb594c804632,Dog,British Shorthair,4.3,21.9,Female,High,Obesity,23.3,963.8,33.6,19.8,46.6,275.4,4,68.8,0.48
00809124-c2e8-41c1-a455-cbdbc9f96f2b,Dog,British Shorthair,0.9,32.1,Female,Low,Obesity,29.1,962.9,32.6,22.8,44.6,275.1,2,137.6,0.47
4640f26a-d43e-466d-9a94-7ff1e967ac9e,Dog,German Shepherd,9.4,34.6,Female,Moderate,None,33.2,1398.1,36.1,19.1,44.8,399.5,3,133.2,0.85
203aa1bc-ca6f-4a3f-89bc-dc1eaa96e3d9,Dog,German Shepherd,10.1,17.1,Female,Low,Diabetes,15.7,635.7,36.7,13.5,49.8,181.6,2,90.8,0.41
47c36e13-1d43-4ff8-9c16-24d9bd8f9511,Dog,Ragdoll,13.0,11.7,Female,Low,Obesity,12.7,451.7,33.9,22.3,43.8,129.1,2,64.5,0.8
57e055ed-ef40-4545-a37e-cb657f7429eb,Cat,Siamese Cat,11.7,1.3,Male,High,Allergies,1.3,136.4,35.9,12.5,51.6,39.0,4,9.8,0.65
92621493-19f4-41e7-bca8-08114d39eacd,Cat,Persian Cat,1.3,6.0,Female,Low,None,5.9,322.0,27.5,16.0,56.5,92.0,2,46.0,0.48
ab622fb5-b04d-4cd8-b5ac-569baa29ce5c,Dog,Ragdoll,3.9,28.9,Female,Moderate,Diabetes,31.3,1099.4,27.2,23.1,49.7,314.1,3,104.7,0.31
3379eab5-d57f-4e42-9993-438f89b78feb,Dog,Maine Coon,6.0,49.9,Female,High,None,49.9,2102.8,26.5,18.0,55.5,600.8,4,150.2,0.51
b02bef50-69c6-4517-92c9-04e0a88755dd,Cat,Siamese Cat,9.4,5.2,Female,Moderate,Diabetes,5.1,303.7,29.0,11.5,59.5,86.8,3,28.9,0.69
798872bb-71d7-4edb-a130-2b58ad51eec0,Cat,Siamese Cat,7.2,4.8,Male,High,Joint Issues,5.2,363.2,36.6,17.8,45.6,103.8,4,25.9,0.71
91dc141f-85a0-4988-a246-6263be87d57a,Dog,German Shepherd,5.0,27.7,Male,High,None,29.3,1352.3,37.5,10.2,52.3,386.4,4,96.6,0.36
d540fcd4-6836-49fc-b473-00f793ff8518,Dog,Bulldog,10.4,28.2,Female,Low,Diabetes,27.1,925.1,28.8,10.5,60.7,264.3,2,132.2,0.67
08490241-6962-403c-9b33-03e796adfd69,Dog,Golden Retriever,14.1,23.3,Male,High,None,21.8,1187.8,35.6,11.8,52.6,339.4,4,84.8,0.81
7eabf694-08b3-4316-801d-e591bcab1ad9,Dog,German Shepherd,6.0,17.4,Male,Low,Obesity,18.1,608.3,28.8,17.0,54.2,173.8,2,86.9,0.86
8fc01cd4-ec4a-419c-9e43-938bc4a0462d,Dog,Maine Coon,13.9,25.3,Female,Moderate,Diabetes,26.0,995.0,28.9,21.7,49.4,284.3,3,94.8,0.47
b1a8382d-2071-4b79-9eb6-f7c041c47233,Dog,Golden Retriever,6.1,24.9,Female,Low,Diabetes,26.5,842.7,39.3,14.0,46.7,240.8,2,120.4,0.56
f8f1b361-f9cc-48ea-a381-3674e75c2cda,Dog,Maine Coon,14.7,24.7,Male,High,Allergies,25.2,1240.9,27.7,17.4,54.9,354.5,4,88.6,0.39
039f145d-9caa-4d50-8322-3f087b23f255,Cat,Siamese Cat,3.7,6.6,Male,Moderate,Diabetes,6.9,363.2,26.5,11.1,62.4,103.8,3,34.6,0.64
d5c78026-70e1-46a7-8743-31d5f5cbe586,Dog,Beagle,11.8,25.1,Male,Moderate,Obesity,24.6,934.1,34.8,10.0,55.2,266.9,3,89.0,0.32
